page;title;author;publisher;price;score;reviews;language;pages;edition;code;category
59;#Izrael70magyar - Hetven magyar képeslap a hetvenéves Izraelnek;Silló Sándor (szerk.);Corvina Kiadó, 2019;42.24;4.5;11;magyar;328;füles, kartonált;9789631365818;Könyv > Hobbi, szabadidő > Utazás > Albumok > További albumok
59;Hatalom és pénz - A társadalmi igazságosság Ferenc pápa szerint;null;Új Város Alapítvány, 2019;26.47;4.5;11;magyar;152;füles, kartonált;9786158084987;Könyv > Vallás > Kereszténység
59;Fejezetek a magyar sport 20. századi történetéből - Kocsis Mihály testnevelő tanár élete és munkássága;Kocsis L. Mihály (szerk.);Írott Szó Alapítvány, 2019;56.11;5;1;magyar;748;füles, kartonált;9786150015545;Könyv > Történelem > Életrajzok
59;A macska visszatér;Petőcz András;Orpheusz Kiadó, 2019;19.06;5;1;magyar;88;kemény kötés;9786150039565;Könyv > Irodalom > Szépirodalom > Vers > Magyar irodalom > Kortárs
59;Endlessly - Végtelenül - Természetfölötti 3.;Kiersten White;Könyvmolyképző Kiadó Kft., 2019;35.99;5;1;magyar;352;karton;9789634574446;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 14 éves kor felett > Kortárs
59;A barna szemű lány - Travis testvérek 4.;Lisa Kleypas;Gabo Kiadó, 2019;36.95;5;1;magyar;329;puhatáblás, ragasztókötött;9789634066859;Könyv > Irodalom > Szórakoztató irodalom > Romantikus
59;Történelmi töredékek - Válogatás a Napi Történelmi Forrás szerzőinek írásaiból III.;György Sándor;Gondolat Kiadói Kör, 2019;37.06;4.5;11;magyar;367;kemény kötés;9789636933432;Könyv > Történelem > Művelődéstörténet > Magyar művelődéstörténet
59;Vidéktörténet 2. - Területi-társadalmi törésvonalak és a boldogulás útjai;Horváth Gergely Krisztián (Szerk.);MTA Bölcsészettudományi Kutatóközpont, 2019;30.71;4.5;11;magyar;372;cérnafűzött, keménytáblás;9789634161615;Könyv > Társadalomtudomány > Néprajz
59;A legbelsőbb fegyver;Kovács Gyula;Könyv Guru, 2019;28.48;5;1;magyar;128;puhatáblás, ragasztókötött;9786155803475;Könyv > Irodalom > Szórakoztató irodalom > Krimi
59;Visz a víz;Dorit Rabinyan;Európa Könyvkiadó, 2019;42.34;4.5;11;magyar;371;keménytábla, védőborító;9789635040148;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
59;Környezetünk titkai 3. osztály - Fenntartható fejlődés - LDI-253 - MiniLÜK;Orosz Éva;Móra Könyvkiadó, 2019;10.58;5;1;magyar;28;karton;9789634862659;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 6-10 éveseknek
59;Környezetünk titkai 4. osztály - Nézz szét, tájékozódj! - LDI-254 - MiniLÜK;Orosz Éva;Móra Könyvkiadó, 2019;10.58;4.5;11;magyar;28;karton;9789634862666;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 6-10 éveseknek
59;Történetek a banyatanyáról - LDI213 - Boszorkányosan szőtt szövegértési feladatok 2. osztályos kortól - miniLÜK;Christiane Wagner (összeáll.);Móra Könyvkiadó, 2019;10.58;5;1;magyar;32;karton;9789634863069;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 6-10 éveseknek
59;Barangolás a természetben - LDI139 - Az erdő világa - BambinoLÜK;Heiner Müller;Móra Könyvkiadó, 2021;14.81;5;1;magyar;24;karton;9789634862673;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 3-6 éveseknek
59;Tom Jones - Önéletrajz - A csúcson innen és túl;Tom Jones;Kossuth Kiadó, 2019;50.82;4.5;11;magyar;413;keménytábla, védőborító;9789630995481;Könyv > Irodalom > Riportkönyv, tényirodalom
59;A föld, amelyen állunk;Jesús Carrasco;Typotex Kiadó, 2019;30.71;5;1;magyar;218;füles, kartonált;9789634930273;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
59;A nők ruhái;Brigitte Kronauer;Typotex Kiadó, 2019;26.47;5;1;magyar;204;kartonált ragasztókötés visszahajló füllel;9789634930266;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Német
59;A Krach sziget;Ina Valcsanova;Typotex Kiadó, 2019;26.47;5;1;magyar;188;kartonált ragasztókötés visszahajló füllel;9789634930280;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
59;A parton;Rafael Chirbes;Magvető Könyvkiadó, 2019;58.22;5;1;magyar;408;keménytábla, védőborító;9789631438451;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
59;Csak a tested érdekel - Könyörgöm, ments meg!;J.K. Smith;Álomgyár Kiadó, 2019;41.28;4.5;11;magyar;315;puhatáblás, ragasztókötött;9786155929854;Könyv > Irodalom > Szórakoztató irodalom > Romantikus
59;Nyugtalan vizek - Lélegezz velem! 2.;Jessica Park;Könyvmolyképző Kiadó Kft., 2019;34.93;5;1;magyar;296;karton;9789634573654;Könyv > Irodalom > Szórakoztató irodalom > Romantikus
59;Kinslayer - Testvérgyilkos - A Lótusz háborúja 2. könyv;Jay Kristoff;Könyvmolyképző Kiadó Kft., 2019;42.34;4.5;11;magyar;572;karton;9789634574873;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 14 éves kor felett > Kortárs
59;Életút - Kis kalauz a nagy kalandhoz;Beata Bishop;EGÉSZSÉGFORRÁS ALAPÍTVÁNY, 2019;30.71;5;1;magyar;87;puhatáblás, ragasztókötött;9789637440120;Könyv > Társadalomtudomány > Pszichológia > Személyiségpszichológia
59;Tüske a köröm alatt - avagy Zombi és a Mamaszaurusz;Remy Dalmore;Delta Vision Kft., 2019;42.24;4.5;11;magyar;384;puhatáblás, ragasztókötött;9789633952924;Könyv > Irodalom > Szórakoztató irodalom > Krimi
59;Kőbe vésett emlékezet - A Nagy Háború emlékhelyei Vas megyében;Feiszt György;Szülőföld Könyvkiadó Kft., 2019;58.13;4.5;11;kemény kötés;N/A;N/A;N/A;Könyv > Történelem > Magyar történelem > Általános
59;Majdnem elhallgatott históriák - Sztorik a szocializmusból;Dr. Kulcsár Dezső;Szülőföld Könyvkiadó Kft., 2019;28.48;4.5;11;magyar;272;füles, kartonált;9789638926463;Könyv > Történelem > Magyar történelem > Általános
59;Veled lesz tele a sajtó - Stratégia, levélminták, szerkesztők tippjei;Kádár Tímea;Kreatív Kontroll Kft., 2019;42.24;4.5;11;magyar;177;ragasztókötött;9789638985798;Könyv > Szakkönyv > Pénz, befektetés, üzlet > Marketing, reklám
60;Pázmány Péter írói módszere: a Kalauz és a vitairatok újraírása;Hargittay Emil;Universitas Kiadó, 2019;26.69;4.5;11;magyar;272;kemény kötés;9789639671775;Könyv > Irodalom > Irodalomtörténet > Magyar irodalom > Tanulmányok, műelemzések > Egyéb
60;A romantika korának irodalmáról;null;Kronosz Kiadó, 2019;20.65;5;1;magyar;128;karton;9786156027030;Könyv > Irodalom > Irodalomtörténet > Esszé
60;Neveljünk új növényt a konyhai maradékokból!;Melissa Raupach;Sziget Könyvkiadó, 2019;20.05 RON - 22.29 RON;5;1;null;N/A;N/A;N/A;Könyv > Természettudomány > Biológia > Növénytan
60;El(t)érés - Hogyan alakítja a befogadás a tervezést?;Kat Holmes;Pallas Athéné Könyvkiadó Kft., 2019;37.05;5;1;magyar;152;füles, kartonált;9786155884399;Könyv > Szakkönyv > Pénz, befektetés, üzlet > Menedzsment, vezetési stratégiák
60;A zsoldos Afrikában;Petrusák János;Hungarovox Kiadó, 2019;16.95;4.5;11;magyar;121;ragasztott;9786155743962;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Regények > Kortárs
60;Kivételes állapotban - A modern politikai rendszerek biopolitikája;Antal Attila;Napvilág Kiadó, 2019;25.41;4.5;11;magyar;172;füles, kartonált;9789633384404;Könyv > Társadalomtudomány > Társadalompolitika
60;Élet a tanyán - Kifestő mondókákkal;null;CAHS Kiadó, 2019;10.58;5;1;magyar;32;irkafűzött;9786155593710;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 3-6 éveseknek
60;Út a végtelenbe;Fodor Ferenc;Publio Kiadó, 2019;42.24;5;1;magyar;356;füles, kartonált;9789634435853;Könyv > Irodalom > Szórakoztató irodalom > Kalandregény
60;Kakukli - Viktor naplója;Inotai G. András;Publio Kiadó, 2019;26.36;5;1;magyar;101;kemény kötés;9789634436133;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 6-10 éveseknek > Kortárs mesék
60;1989. június 16. - A temetés - 1989-2019;Sipos Levente;Nagy Imre Alapítvány, 2019;68.71;4.5;11;magyar;206;kartonált ragasztókötés visszahajló füllel;9789638838285;Könyv > Történelem > Magyar történelem > Általános
60;Dzsungel - Körülöttünk a világ;null;Studium Plusz Könyvkiadó, 2019;17.99;4.5;11;magyar;12;lapozó;9786155781391;Könyv > Gyermek- és ifjúsági > Ifjúsági ism. terjesztő > Állat- és növényvilág
60;Hosszú hétvége Abbáziában - Közép-Európa a zsebedben;Farkas Zoltán;Jel-Kép Bt., 2019;31.66;4.5;11;magyar;80;puhatáblás, ragasztókötött;9786155401060;Könyv > Hobbi, szabadidő > Utazás > Útleírások > Európa
60;A lehetséges világok legjobbika;Riikka Pulkkinen;Gondolat Kiadói Kör, 2019;36.00;5;1;magyar;330;füles, kartonált;9789636938475;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
60;Apáink a Donnál;Gulyás Imre;Magánkiadás, 2019;26.47;5;1;magyar;76;füles, kartonált;9786150025902;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Regények > Történelmi
60;Katolikus demokratikus és szociális reformmozgalmak Magyarországon - 75 éves a Kereszténydemokrata Néppárt;Kovrig Béla;Gondolat Kiadói Kör, 2019;42.35;4.5;11;magyar;498;kemény kötés;9789636939335;Könyv > Történelem > Magyar történelem > Általános
60;A nő helye - Változtassuk meg a világot a nők erejével!;Melinda Gates;Bookline Könyvek, 2019;42.34;5;1;magyar;300;keménytábla, védőborító;9789634336211;Könyv > Társadalomtudomány > Szociológia
60;Matricavilág - Repülőtér - Irányítsd a saját repülőtered!;null;Móra Könyvkiadó, 2019;21.17;4.5;11;magyar;40;puhatáblás, ragasztókötött;9789634863175;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 3-6 éveseknek
60;Matricavilág - Farm - Vezesd a saját farmod!;null;Móra Könyvkiadó, 2019;21.17;5;1;magyar;40;puhatáblás, ragasztókötött;9789634863168;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 3-6 éveseknek
60;Üres kagylóhéj? - A szociális jogok nemzetközi jogi védelmének egyes kérdései;Kardos Gábor;Gondolat Kiadói Kör, 2003;28.48;5;1;magyar;212;kötve;9639500488;Könyv > Társadalomtudomány > Jog
60;A füleki szandzsák;Hegyi Klára;MTA Bölcsészettudományi Kutatóközpont, 2019;36.95;4.5;11;magyar;316;cérnafűzött, keménytáblás;9789634161738;Könyv > Történelem > Magyar történelem > A török hódoltság kora
60;Nehogy ismét panaszt kelljen tenniük! - A szultáni tanács jogorvoslati szerepének 17. századi változásai a sikájet defterik tükrében;Kovács Nándor Erik;MTA Bölcsészettudományi Kutatóközpont, 2019;36.95;5;1;magyar;272;cérnafűzött, keménytáblás;9789634161752;Könyv > Történelem > Világtörténelem > Általános
60;Abramovics - A semmiből jött milliárdos;Hutchins;Gabo Kiadó, 2005;31.66;4.5;11;magyar;308;keménytábla, védőborító;9789637318726;Könyv > Irodalom > Riportkönyv, tényirodalom
60;A nyerő stratégia feltérképezése - Sikeres stratégia fejlesztése és végrehajtása turbulens piaci környezetben;Marc Baaij;Pallas Athéné Könyvkiadó Kft., 2019;37.05;4.5;11;magyar;244;füles, kartonált;9786155884436;Könyv > Szakkönyv > Pénz, befektetés, üzlet > Menedzsment, vezetési stratégiák
60;Luna - Ordashold - A Luna-sorozat második kötete;Ian McDonald;Gabo Kiadó, 2019;42.24;4.5;11;magyar;427;füles, kartonált;9789634068433;Könyv > Irodalom > Szórakoztató irodalom > Sci-fi
60;Magyarok ázsiai emléke I-II.;Bizoni Károly;Hermit Könyvkiadó Bt., 2019;30.71;5;1;magyar;104;puhatáblás, ragasztókötött;9786155797651;Könyv > Történelem > Művelődéstörténet > Magyar művelődéstörténet
60;Az ezerkettedik, avagy az első éjszaka - Mesék a titokzatos kelet világáról;Pósa Zoltán;Coldwell, 2019;26.26;5;1;magyar;221;kemény kötés;9786155156410;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Elbeszélések, novellák > Kortárs
60;Márvány, tárház, adomány - Gazdaságtörténeti tanulmányok a magyar középkorról;null;MTA Bölcsészettudományi Kutatóközpont, 2019;45.42;5;1;magyar;592;cérnafűzött, keménytáblás;9789634161790;Könyv > Művészet > Művészettörténet > Magyar műv. történet
60;Utazik a család - Irány a Vértes és a Gerecse!;Csapody Kinga;Manó Könyvek, 2019;24.25;5;1;magyar;64;kemény kötés;9789634036463;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 6-10 éveseknek > Kortárs mesék
60;A Platánfa Kapujában - Ryan főfelügyelő 2.;L. J. Ross;Gabo Kiadó, 2019;42.24;4.5;11;magyar;368;karton;9789634068198;Könyv > Irodalom > Szórakoztató irodalom > Krimi
60;Boldizsár a repülő meseszőnyegen;Szőcs Margit;Koinónia Kiadó, 2019;24.92;4.5;11;magyar;84;kemény kötés;9789731652245;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 3-6 éveseknek > Kortárs mesék
60;A ragadozó aranya;Philip Reeve;Cartaphilus Kiadó, 2019;34.84;5;1;magyar;320;puhatáblás, ragasztókötött;9789632666372;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 14 éves kor felett > Kortárs
60;Három jóbarát kalandos hazatérése az Ezer-tó országából II. kötet;null;Alpar 9 Kft., 2019;31.66;5;1;magyar;81;kemény kötés;9786158124720;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 3-6 éveseknek > Kortárs mesék
60;Három jóbarát kalandjai az Ezer-tó országában I. kötet;null;Alpar 9 Kft., 2019;31.66;4.5;11;magyar;77;kemény kötés;9786158124713;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 3-6 éveseknek > Kortárs mesék
60;A hívás, ami segít megtalálni a saját hangodat;Priya Kumar;MŰVELT NÉP KÖNYVKIADÓ KFT, 2022;38.01;4.5;11;magyar;205;karton;9786156022318;Könyv > Irodalom > Szórakoztató irodalom > Kalandregény
60;Approaches to Hungarian (Volume 9.) - Papers from the Düsseldorf Conf.;Siptár Péter;Akadémiai Kiadó, 2005;72.25;5;1;magyar;334;puhatáblás, ragasztókötött;9789630582599;Könyv > Társadalomtudomány > Nyelvészet
60;Mit rejt a múlt?;Timothy Knapman;Babilon Kiadó, 2019;45.21;4.5;11;magyar;24;kemény kötés;9789632945613;Könyv > Gyermek- és ifjúsági > Ifjúsági ism. terjesztő > Történelem
60;A jeruzsálemi Szentély - Egy 16. századi metszetsorozat nyomán;Gábor Anna;Balassi Kiadó, 2019;33.89;5;1;magyar;80;karton;9789634560500;Könyv > Művészet > Művészettörténet > Egyetemes műv.történet > Összefoglaló
60;A hazai vármegyék és városok czímerei;Hattyuffy Dezső;Históriaantik Könyvesház, 2012;68.82;4.5;11;magyar;100;kemény kötésben;2050000055355;Könyv > Történelem > Magyar történelem > Általános
60;A pestis - PAX 7.;Asa Larsson;Európa Könyvkiadó, 2019;31.75;4.5;11;magyar;232;cérnafűzött, keménytáblás;9789635040353;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 10-14 éveseknek > Kortárs
60;A kolozsvári hóstátiak temetkezése (1944);K. Kovács László;Gondolat-Infonia, 2004;28.38;5;1;magyar;424;karton;9789639567153;Könyv > Társadalomtudomány > Néprajz
60;Ég a házunk;Greta Thunberg;Corvina Kiadó, 2019;37.06;5;1;magyar;284;füles, kartonált;9789631366051;Könyv > Irodalom > Riportkönyv, tényirodalom
60;Közép- és Kelet-Európa gazdaságtörténete 1945-1953 között - A szovjet megszállás és a sztálinista tervgazdálkodás kiépülése;Domonkos Endre;Aposztróf Kiadó, 2019;31.66;4.5;11;magyar;268;puhatáblás, ragasztókötött;9786155992100;Könyv > Társadalomtudomány > Közgazdaság > Nemzetközi gazdaságtan
60;Európa szimfónia;Szántó T. Gábor;Scolar Kiadó, 2019;42.34;5;1;magyar;317;kötve, védővel;9789635090204;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Regények > Kortárs
60;Old boy - Boldogfai Farkas Dénes élete;Zsumbera Árpád;Gondolat Kiadói Kör, 2019;37.06;4.5;11;magyar;207;cérnafűzött, keménytáblás;9789636939045;Könyv > Történelem > Művelődéstörténet > Magyar művelődéstörténet
60;Tessék színt vallani - Osvát Ernő szerkesztői levelezése I-II.;Kosztolánczy Tibor;Gondolat Kiadói Kör, 2019;100.58;4.5;11;magyar;1685;kemény kötés;9789636937065;Könyv > Irodalom > Irodalomtörténet > Magyar irodalom > Tanulmányok, műelemzések > Egyéb
60;Balatoni horgásztörténetek;Révai Gábor;PREM-X KFT., 2019;21.08;4.5;11;magyar;104;kemény kötés;9786150054018;Könyv > Hobbi, szabadidő > Sport > Horgászat
60;A megkerült Paradicsom;Ádám Gyula;Előretolt Helyőrség Íróakadémia, 2019;58.23;5;1;magyar;215;keménytábla, védőborító;9786155814525;Könyv > Művészet > Fotó > Magyar fotóművészet
60;Honszerző Árpád - Elbeszélés a Honfoglalás idejéből;Benedek Elek;Allegro Könyvek, 2019;31.56;5;1;magyar;192;cérnafűzött, keménytáblás;9789639240698;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 7-10 éveseknek > Kortárs
60;Tánckönyv - Egy mozgáspoétika tervezete;Goncalo M. Tavares;Typotex Kiadó, 2019;21.18;4.5;11;magyar;136;füles, kartonált;9789634930396;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
60;Megmondják a csillagok;Minnie Darke;Libri Könyvkiadó, 2019;40.23;5;1;magyar;524;karton;9789634335535;Könyv > Irodalom > Szórakoztató irodalom > Romantikus
60;Tenger a tengerben - A Sargasso-titok;Patrik Svensson;Athenaeum Kiadó, 2019;42.34;4.5;11;magyar;278;keménytábla, védőborító;9789632939216;Könyv > Természettudomány > Biológia > Állattan
60;A Pálos rend múltjából;Gyenis András S.J.;Hermit Könyvkiadó Bt., 2019;22.24;5;1;magyar;90;puhatáblás, ragasztókötött;9786155797729;Könyv > Vallás > Kereszténység
60;Szitakötő 2019/47 - A kíváncsi gyerekek folyóirata;Horgas Judit (Szerk.);Liget Műhely Alapítvány, 2019;11.19;4.5;11;magyar;48;puhatáblás, ragasztókötött;2050000069079;Könyv > Gyermek- és ifjúsági > Ifjúsági ism. terjesztő > Tudomány és természet
60;A nouvelle revue de hongrie mint kultúraközvetítő folyóirat;Farkas Mária;Gondolat-Infonia, 2004;15.67;4.5;11;magyar;203;füles, kartonált;9789639500532;Könyv > Történelem > Művelődéstörténet > Könyvészet > Sajtótörténet
60;Oculus;A. M. Aranth;FUMAX KFT, 2019;42.30;5;1;magyar;470;karton;9789634701187;Könyv > Irodalom > Szórakoztató irodalom > Sci-fi
60;Cé Cé Cé Pé avagy lassúdad haladás a kommunizmus felé;Kukorelly Endre;PESTI KALLIGRAM KFT., 2019;37.06;4.5;11;magyar;304;keménytábla, védőborító;9789634681342;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Regények > Kortárs
60;BBC Világtörténelem - 2019. szeptember - 7. szám;null;Kossuth Kiadó, 2019;13.66;5;1;magyar;114;ragasztott;2050000069109;Könyv > Történelem > Világtörténelem > Általános
60;Árnyak a sötétben;Kirsch Ákos;Gyémántfelhő Kiadó, 2019;33.89;4.5;11;magyar;378;ragasztókötött;9786155833557;Könyv > Irodalom > Szórakoztató irodalom > Krimi
60;Tanulságok a vezetésről - 12 fontos gondolat;John Adair;Pallas Athéné Könyvkiadó Kft., 2019;37.05;4.5;11;magyar;124;puhatáblás, ragasztókötött;9786155884481;Könyv > Szakkönyv > Pénz, befektetés, üzlet > Menedzsment, vezetési stratégiák
60;A kivándorló I. és II. kötet;Tolvaly Ferenc;21. Század Kiadó, 2019;52.83;5;1;magyar;700;papír / puha kötés;9786155955761;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Regények > Kortárs
61;A jövő nyomában - A globális változások érkező hullámának megértése;Markku Wilenius;Pallas Athéné Könyvkiadó Kft., 2019;37.05;4.5;11;magyar;260;füles, kartonált;9786155884559;Könyv > Társadalomtudomány > Közgazdaság > Nemzetközi gazdaságtan
61;A kő, amelyet elvetettek - A Szent Kvirin Szalézi templom története;Lendvai Rezső;Szülőföld Könyvkiadó Kft., 2019;36.95;4.5;11;magyar;336;füles, kartonált;9786155847844;Könyv > Történelem > Magyar történelem > Általános
61;Én és a kedvenc fekhelyem;null;Pro Junior Kiadó, 2019;15.78;5;1;magyar;12;lapozó;9786155739293;Könyv > Gyermek- és ifjúsági > Leporellók, lapozók
61;Én és a legjobb barátom;null;Pro Junior Kiadó, 2019;15.78;5;1;magyar;12;lapozó;9786155739309;Könyv > Gyermek- és ifjúsági > Leporellók, lapozók
61;Találd ki, ki vagyok - A dzsungel királya;null;Pro Junior Kiadó, 2019;15.78;5;1;magyar;12;lapozó;9786155739330;Könyv > Gyermek- és ifjúsági > Leporellók, lapozók
61;Moxie, avagy a vagány csajok visszavágnak;Jennifer Mathieu;Könyvmolyképző Kiadó Kft., 2019;37.05;4.5;11;magyar;344;karton;9789634575078;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 14 éves kor felett > Kortárs
61;Keresd az igazit! - Lélekfény 1.;Róbert Katalin;Könyvmolyképző Kiadó Kft., 2019;35.99;5;1;magyar;336;karton;9789634577317;Könyv > Irodalom > Szórakoztató irodalom > Fantasy
61;Zajlik az élet;Jewel E. Ann;Könyvmolyképző Kiadó Kft., 2019;41.28;4.5;11;magyar;463;karton;9789634576594;Könyv > Irodalom > Szórakoztató irodalom > Romantikus
61;Számokban létezünk - A mindennapok matematikája;Daniel Tammet;Európa Könyvkiadó, 2019;42.34;5;1;magyar;312;kemény kötés;9789634059356;Könyv > Természettudomány > Matematika > Egyéb
61;Okos városok, kérdő- és felkiáltójelekkel - Tudósítás két kőszegi KRAFT-évről;Z. Karvalics László;Felsőbbfokú Tanulmányok Intézete, 2017;31.56;5;1;magyar;175;papír / puha kötés;9786158052955;Könyv > Társadalomtudomány > Közgazdaság > Nemzetközi gazdaságtan
61;Kisvárosok reneszánsza - A kőszegi példa;null;Felsőbbfokú Tanulmányok Intézete, 2016;26.36;5;1;magyar;462;papír / puha kötés;9786158052900;Könyv > Társadalomtudomány > Közgazdaság > Pénzügy
61;Társadalmi innováció a pannon városokban I.;Nagy Judit;Felsőbbfokú Tanulmányok Intézete, 2017;25.41;5;1;magyar;170;papír / puha kötés;9786158052993;Könyv > Társadalomtudomány > Közgazdaság > Egyéb
61;A települési együttműködések elmélete és gyakorlata - a Pannon Városok Szövetségének példája;Ernszt Ildikó;Felsőbbfokú Tanulmányok Intézete, 2017;25.41;5;1;magyar;182;papír / puha kötés;9786155742026;Könyv > Társadalomtudomány > Közgazdaság > Nemzetközi gazdaságtan
61;Köldökzsinór - A Pannon Városok Szövetségéhez tartozó városok sikerének és megtartó erejének kulcstényezői;Berkesné Rodek Nóra;Felsőbbfokú Tanulmányok Intézete, 2018;25.41;4.5;11;magyar;198;papír / puha kötés;9786155742033;Könyv > Társadalomtudomány > Közgazdaság > Nemzetközi gazdaságtan
61;Jót, s jól! - 26 tanulmány a fenntarthatóságról;Kerekes Sándor;Felsőbbfokú Tanulmányok Intézete, 2017;25.41;5;1;magyar;296;papír / puha kötés;9786158052986;Könyv > Társadalomtudomány > Közgazdaság > Nemzetközi gazdaságtan
61;Élni és dolgozni a digitális világban;Gaál Zoltán;Felsőbbfokú Tanulmányok Intézete, 2018;25.41;4.5;11;magyar;240;papír / puha kötés;9786155742040;Könyv > Szakkönyv > Pénz, befektetés, üzlet > Menedzsment, vezetési stratégiák
61;A Festetics-rejtély - A genetika története és Festetics Imre hagyatéka;Poczai Péter;Felsőbbfokú Tanulmányok Intézete, 2019;31.56;4.5;11;magyar;159;füles, kartonált;9786155742101;Könyv > Történelem > Művelődéstörténet > Magyar művelődéstörténet
61;Kalandok a tanyán;Eulália Canal;Design Media Publishing, 2020;33.88;5;1;magyar;80;kemény kötés;9781912268177;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 3-6 éveseknek > Kortárs mesék
61;A KRAFT bennünk van - Regionális fejlesztési stratégia elemzése Kőszeg város példáján;Markovits Szabina;Felsőbbfokú Tanulmányok Intézete, 2017;15.88;4.5;11;magyar;99;papír / puha kötés;9786155742002;Könyv > Társadalomtudomány > Közgazdaság > Pénzügy
61;A kommunizmus bukása - Rendszerváltoztatás Közép-Európában 1989-1990-ben;Bába Iván;Felsőbbfokú Tanulmányok Intézete, 2017;15.88;4.5;11;magyar;79;papír / puha kötés;9786158052962;Könyv > Történelem > Világtörténelem > Általános
61;A velünk élő múlt;Bronisław Wildstein;Rézbong Kiadó, 2019;36.00;5;1;magyar;450;füles, kartonált;9786155475474;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
61;Az EU brit szemmel - A Review of the Balance of Competences brit tanulmánysorozat összegző kivonata;Kiss Gábor Ferenc;Századvég Kiadó, 2019;47.54;4.5;11;magyar;352;kartonált ragasztókötés visszahajló füllel;9786155164309;Könyv > Társadalomtudomány > Egyéb
61;A Város;Dr. Orbán Krisztina;Hungarovox Kiadó, 2019;26.47;5;1;magyar;256;ragasztott;9786155743986;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 6-10 éveseknek > Kortárs mesék
61;Szemelvények a Kárpát-medencéből;Luczay Zoltán;Hungarovox Kiadó, 2019;41.29;5;1;magyar;356;kemény kötés;9789635340033;Könyv > Történelem > Életrajzok
61;Egy merőkanálnyi betű;Hudra L. Mária;Publio Kiadó, 2019;31.56;4.5;11;magyar;252;füles, kartonált;9789634436874;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Elbeszélések, novellák > Kortárs
61;Szókincspróba 2. - A kezdők nyelvkönyvei sorozat köteteihez;Helen Davies;Holnap Kiadó, 2019;15.88;5;1;magyar;48;irkafűzött;9789633492925;Könyv > Szótár, nyelvkönyv > Egyéb
61;Testfogyatkozás - Hogyan veszítettük el a szex, a nemiség, a házasság és a család értelmét? (És hogyan tudnánk újra rátalálni?);Christopher West;Mission is Possible, 2019;30.71;5;1;magyar;80;puhatáblás, ragasztókötött;9786155779046;Könyv > Életmód, egészség > Szexológia
61;Szétriasztva - Beszélgetések a kilencvenegy éves Lükő Gáborral, ifjúkora dokumentumai között;Rostás Zoltán;Pont Kiadó, 2019;34.46;4.5;11;magyar;152;ragasztókötött;9786155500640;Könyv > Társadalomtudomány > Szociológia
61;Költő a diktatúrában - Ratkó József pályaképe;Babosi László;Magyar Napló Kiadó, 2019;29.64;5;1;magyar;472;keménytábla, védőborító;9786155641138;Könyv > Irodalom > Irodalomtörténet > Magyar irodalom > Tanulmányok, műelemzések > Egyéb
61;A fák némasága;Rolf Jacobsen;Magyar Napló Kiadó, 2019;26.47;4.5;11;magyar;102;cérnafűzött, keménytáblás;9786155721908;Könyv > Irodalom > Szépirodalom > Vers > Világirodalom > 20. század
61;A macskám Pasolinit olvas;Tóth Erzsébet;Nap Kiadó, 2019;37.06;5;1;magyar;248;cérnafűzött, keménytáblás;9789633321386;Könyv > Irodalom > Irodalomtörténet > Esszé
