page;rank;title;publisher
46;2748;Faisal Al-Haji: Kuwait: A Close Look;Nincs feltüntetve
46;2749;V.M.Dabud: K Miry! 1944-2004 (orosz nyelvű);Nincs feltüntetve, 2004
46;2750;Eriksen, John G., Ed.: The Development of Soviet Society: Plan and Performance;Nincs feltüntetve, 1970
46;2751;Davis Pawson: Unlocking the Bible Omnibus: A Unique Overview of the Whole Bible;Collins, 2003
46;2752;Agnes Günther: A Szent meg a rajongója II. (töredék);Világirodalom-Kiadás
46;2753;Alexander Keith: A Thousand Years of Aberdeen;Aberdeen University Press, 1987
46;2754;Bánszky Pál: A naiv művészet Magyarországon;Képzőművészeti Kiadó, 1984
46;2755;dr. Ádám Antal: PHD tanulmányok 1.;Pécs, 2004
46;2756;Jürgen Kliem: Rhythmisch-stilistische Studien für gitarre heft 2.;Leipzig, 1970
46;2757;Musical-souvenirs 2.;Berlin, 1980
46;2758;Ronald Richard Roberts: The Ditches of Edison County/A Parody/;Signet Books, 1994
46;2759;Seemann s Kunsthandbücher: Luthmer das email;Leipzig, 1892
46;2760;Különnyomat a Petrovics Elek emlékkönyvből (Sonderabdruck aus der Alexis Petrovics festschrift);Budapest, 1934
47;2761;Gene & Bodeen, DeWitt Ringgold: The Films of Cecil B. DeMille;New York, 1969
47;2762;Elizabeth Bevarly: Spotlight-3 novels only;Mills & Boon, 2008
47;2763;Jerzy Andrzejewski: Már tád tört a vég;Europrospekt Kiadó, 1983
47;2764;Jókai Mór: Csataképek a magyar szabadságharczból I-II. (egybekötve);Franklin-Társulat, 1914
47;2765;Peter Rosegger: Waldheimat. Erinnerungen aus der Jugendzeit Band 1.;Hartleben's Verlag, 1882
47;2766;Beszámoló a nemzeti és etnikai kisebbségi jogok országgyűlési biztosának tevékenységéről 2004. Jan.1.-dec.31.;Budapest, 2005
47;2767;Beszámoló a nemzeti és etnikai kisebbségi jogok országgyűlési biztosának tevékenységéről 1998. jan.1.-dec.31.;Budapest, 1999
47;2768;William Manners: 1 2 3 go - A Handbook of Physical Fitness;Young Readers Press, 1971
47;2769;Arthur C. Clarke Gentry Lee: Cradle;Orbit, 1992
47;2770;Noel Barber: A Farewell to France;Coronet Books, 1984
47;2771;Molnár István: Élelmiszer-termelés és szövetkezeti mozgalom a fejlődő országokban;Akadémiai Könyvkiadó, 1979
47;2772;Leslie Brown: The New Shorter Oxford English Dictionary 1-2.;Clarendon press, 1993
47;2773;Balási András: Válasz a győztesnek;Pallas-Akadémia, 1996
47;2774;Justin Hill: A Bend in the Yelow River;Phoenix Könyvkiadó, 1997
47;2775;Fornvald-Kiricsi-Péch: Fizikai füzet I. (Tudomány és Honvédelem 5. szám);Toldi Lajos Könyvkereskedő Biz, 1930
47;2776;Duba Gyula: Álmodtak tengert 1.;Madách Kiadó, 1993
47;2777;A katolikus sajtó szolgálatában I.;Szent István Társulat
47;2778;Peter M. Thouet: Eine Klasse für sich;Gustav Lübbe Verlag, 1987
47;2779;Kerry Jamieson: A Shadow on the Wing;Hodder Paperbacks Ltd., 2005
47;2780;H. E. Goldfluss -M. Mathabane -M. Olshaker -Wilson: The Judgement - Kaffir Boy - Unnatural Causes - Queen Dolley;Reader's Digest Association, 1986
47;2781;C. C. Chambers: The Guardian of Time;STB Könyvek Könyvkiadó Kft., 2003
47;2782;In memoriam Székely Mihály (kisgrafikai kiállítás a jászberényi Városi-Járási Könyvtárban);Jászberény
47;2783;Gádor, E. & Pogány, Gabór Ö.: Hungarian Sculpture;Corvina Press, 1955
47;2784;Dirk Bogard: A Postillion Struck by Lightning;Penguin Books, 1988
47;2785;Quendra E. Kerkimeve: Stoli Arberore;Tirane, 1988
47;2786;Thomas Buhe: Gitarren schlager parade 8.;Berlin, 1967
47;2787;nincs adat: Szépirodalmi figyelő 1999/2;Fiatal Írók Szövetsége, 1999
47;2788;Dr. A. Weigert - Dr. H. Zimmermann: Brockhaus ABC der Astronomie;Brockhaus, 1960
47;2789;K. Baedeker: Belgique et Hollande - Belgium és Hollandia útikönyv;Baedeker, 1905
47;2790;Transylvanian Review, Vol. XV, No. 2, Summer 2006 (franica-angol-olasz);Kolozsvár, 2006
47;2791;Antonio Prete: Rijec - 1996 / 1;Magánkiadás, 1996
47;2792;Fred M. Stewart: Sternenkind;Wilhelm Heyne Verlag, 1986
47;2793;R.Heinze-A Körte: Ciceros Verrinen-kommentar;Leipzig
47;2794;Steven A. Idelman - Grady L. Dobbs: How to Manage Growth and Maximize Profits in Outbound Telemarketing - dedikált (Idelman);New Jersey, 1989
47;2795;William Safire: I Stand Corrected - More on Language;Times Books, 1984
47;2796;Majthényi György Bartos Molnár Sándor Sinkó Ferenc I. Benedek Irén Talpassy Tibor: Nemzeti Könyvtár 58-62. szám ( Vak Bottyán, Vándor a hegyek között, Székelyvér, Öreg malom árnyai, Fekete Vihar );Nemzeti Könyvtár
47;2797;L. van Beethoven: Missa solemnis;Leipzig
47;2798;A. V. Martinet A. J. Thomson: A Practical English for Foreign Students;Oxford University Press, 1960
47;2799;Dr. Franz v. Hutyra - Dr. Josef Marek: Spezielle Pathologie und Therapie der Haustiere I - 1922-es;Verlag Von Gustav Fischer
47;2800;John P. McKnight: The Papacy: A New Appraisal;Rinehart & Company, Inc., 1952
47;2801;Jámbor László S.J.: Igazi katolikus vagy-e?;Budapest, 1918
47;2802;Szerk.: Dr. Klinda Pál: A vasár- és ünnepnapi miseszövegek könyve IV. kötet;Szerkesztői Kiadás
47;2803;Julian Stockwin: Artemis (Thomas Kydd 2);Coronet Books, 2004
47;2804;Hídvéghi Rudolf Fogarasi István dr. Bán Tivadarné: Hídépítés III. - A műszaki szakközépiskolákhídépítési és -fenntartási technikusi szakának V. osztálya számára;Műszaki Könyvkiadó, 1989
47;2805;Carl. S Warren - Philip E. Fess: Financial Accounting (Third Edition);Western Publishing Company
47;2806;Hein Steehouwer: 7 meta-realisten;Uitgeverij Contact, 1974
47;2807;Nádor Orsolya - Szűcs Tibor (szerk.): Hungarológiai évkönyv 7. (2006);Pécs, 2006
47;2808;James F. Cooper: Bravo (angol nyelvű);Moszkva, 1965
47;2809;J. Gróh: Visual studies in the training of architects;Budapest, 1976
47;2810;Farkas P. József: A nagy-halál és a fogadalmi emlékmű;Kecskemét
47;2811;Ronald L. Smith: Cosby;SPI Books, 1993
47;2812;Jackie Robinson June Caldwell: In Love with a Mad Dog;Gill&macmillen, 2006
47;2813;J. Linnankoski: Menekülés;Athenaeum Kiadó
47;2814;Lehrer Milton F.: Sinaia (Petit Guide Touristique);Bukarest, 1967
47;2815;John B. S. Haldane: Reader of popular scientific essays;Nincs feltüntetve, 1973
47;2816;Dr. Nagy Gábor: A tőkés termelési mód utja és természete;Budapest, 1942
47;2817;Renate König A. Horst Breitung Edith Wagner: Guten Tag, Berlin! - Audiovisueller Intensivkursus Deutsch für Auslander;Veb Verlag Enzyklopädie, 1982
47;2818;G. Hegi: Flora alpina;Milano, 1953
47;2819;Dorita Fairlie Bruce: A laverock lilting;Oxford University Press, 1945
47;2820;Ingo F. Walther: Malerei des Impressionismus 1860-1920 I-II.;Benedikt Taschen, 1992
48;2821;Georges Pillement: Anthologie du théatre francais contemporain I-II.;Éditions du Bélier, 1945
48;2822;Gustav Els: 10000 Wörter - Ein Taschenwörterbuch für das 5.-9. Schuljahr;München, 1976
48;2823;Erwin James: A Life Inside;Atlantic Books, 2003
48;2824;Benedict Rogers: A Land without Evil;Monarch Books, 2004
48;2825;Thomas E. Patterson: The American Democracy;McGraw-Hill Book Company
48;2826;H. DAVIS RICHTER: FLOWER PAINTING IN OIL AND WATER COLOURS;London
48;2827;Bibó Lajos: A föld fia (dedikált) - Dedikált - Első kiadás;Stádium Sajtóvállalat Rt.
48;2828;The 60's ( Paperback songs);Hal Leonard, 1999
48;2829;The 70's ( Paperback songs);Hal Leonard, 2002
48;2830;Dr. Bernáth Klára-Dr. Jókay Károly-Szabó Tamás-: Az Önkormányzatok és a kötvénypiac;Novorg, 1997
48;2831;Szabó Géza (szerk): a katolikus szó naptára 1985;Budapest, 1985
48;2832;Meg Hutchinson: For the Love of a Sister;BCA, 2005
48;2833;X. Országos Kisplasztikai Biennálé;Janus Pannonius Múzeum, 1987
48;2834;Clifford D. Simak: Mastodonia;Knaur, 1978
48;2835;V. Predescu: Psihiatrie vol.I. - Pszichiátria vol.I. román nyelven;Bucarest, 1989
48;2836;Stephen R. Donaldson: A Man Rides Through;A Del Rey Book, 1987
48;2837;Karl Atzert: Cicero Ausgewahlte Briefe-2.bandchen-text und kommentar;Aschendorffsche Verlagsbuchh., 1961
48;2838;Loudmer Comissaires Priseurs S.C.P.: Tableaux XIXe, modernes et contemporains - sculptures. Paris - Hotel Drouot, Salle 5. Mercredi 15 février 1995 á 14 heures 30.;Paris, 1995
48;2839;Giogrio T. Faggin: Van Eyck;Flammarion, 1969
48;2840;P. K. Rosegger: Sonderlinge aus dem Volke der Alpen;Hartleben's Verlag, 1881
48;2841;Jensen, Johannes B.: Der Gletscher-Ein neuer Mythos vom ersten Menschen;Berlin, 1911
48;2842;Anton Springer: Handbuch der Kunstgeschichte 1-V.;Leipzig, 1913
48;2843;B. Szabó György: Tér és idő;Forum Könyvkiadó, 1988
48;2844;Alois Halbmayr Josef P. Mautner: Gott im Dunkeln - Religion in den Lebenswelten der späten Moderne;Tyrolia-Verlag, 2003
48;2845;Luc. H. Grollenberg: Altes Testament Neu Gesehen;St. Benno-Verlag, 1987
48;2846;Opzoomer K. V.: A vallás élete IX. - A vallás gyümölcse;Magyar Prot. Irodalmi Társaság, 1908
48;2847;Dr. Schack Béla: Révai kereskedelmi, pénzügyi és ipari lexikona III. kötet (K-Ö);Révai Irodalmi Intézet, 1931
48;2848;Magyar nyelvi füzetek II. 6-9 évesek számára;Apáczai Kiadó, 2010
48;2849;Dr. Szabó Endre: A közszolgálat szolgálatában;Budapest, 2002
48;2850;Jablonkay Gábor: A Katholikus öntudat alapkövei;Korda Rt., 1924
48;2851;Christus und der Mensch von heute - Krisztus és a mai ember;Verlag Fritz Molden, 1968
48;2852;Szociológiai szemle 2000/1;Magyar Szociológiai Társaság, 2000
48;2853;H. Várdy Ágnes Walter W. Kolar: The Folk Arts of Hungary;1981
48;2854;A költészet ünnepe Szárszón 20.;Magánkiadás, 2007
48;2855;Király László: Miért nem esnek le a felhők?;Veszprém, 1999
48;2856;Tüskés Tibor: A város és írója - további 12 íróportré;Pécs, 2009
48;2857;Székelyföld - kulturális folyóirat - VII.évf. 4. szám. 2003 április;Csíkszereda, 2003
48;2858;Hankiss Ágnes: Érzékeny búcsú a fejedelemtől (rare);Magvető Könyvkiadó, 1985
48;2859;A. Suetin: Lehrbuch der schachtheorie I-II.;Sportverlag, 1978
48;2860;G. B. Shaw: Sechzehn selbstbiographische Skizzen;Suhrkamp Verlag, 1971
48;2861;M. K. Gandhi: Hind Swaraj or Indian Home Rule - indiai házi szabály;2008
48;2862;Der Blutwald (Earth Dawn) - A vérerdő - német nyelvű fantasztikus regény;München, 2003
48;2863;Gordon A. Craig: Königgraetz;Paul Zsolnay Verlag, 1977
48;2864;Thomas F. Reid und Doug Brendel: Geistgewirktes Gemeindeleben;Hamburg, 1980
48;2865;M. V. Kratochvíl: Báje a povesti z Cech;Albatros, 1984
48;2866;Giorgio Abetti: Historia de la astronomía - A csillagászat története olasz nyelven;México
48;2867;Oh my god what happened and what should I do?;2010
48;2868;Oscar Wilde: Plays - Lady Windermere's Fan, A woman of no importance, ...;Penguin Books, 1982
48;2869;Dancs I.-Englander T.-Garai László: Pszichológia 1988/3.;MTA, 1988
48;2870;Művészet 1964. január - V.évfolyam 1.szám;Képzőművészeti Alap Kiadóváll., 1964
48;2871;C. S. Forester: The General;Penguin Books, 1968
48;2872;Kocsis József: Hátunk mögött a hegy - dedikált;Magánkiadás, 2005
48;2873;A. Molé: Neues Taschenwörterbuch / Nouveau Dictionnaire (francia-német kéziszótár);Braunschweig
48;2874;Az emberi kommunikáció szabályai I-II.;Magánkiadás, 1984
48;2875;Mikszáth Kálmán: A tekintetes vármegye;Révai Testvérek, 1903
48;2876;Z. Vincze György: A cikoriták bolygólya;Ifjúsági Lap- és Könyvkiadó, 1985
48;2877;T. Williams: Three players of a summer game and other stories;Penguin Books, 1960
48;2878;T. Arányi Mária: Aki nem tud bánni a férfiakkal;Palladis Rt.
48;2879;M. Sullivan: Chinesische Kunst. Die schönsten neuen Funde mit 57 Farbtafeln;Droemer Knaur, 1974
48;2880;Martin Andersen Nexö: A muzikális malac (Emlékigék a lángelme fölött);Népszava Könyvkereskedés, 1923
49;2881;Szociológiai szemle 1997/4;Magyar Szociológiai Társaság, 1997
49;2882;Kosztolányi Dezső: Kortársak I. (Kosztolányi Dezső hátrahagyott művei III.);Nyugat
49;2883;KISFALUDY SÁNDOR: Himfy szerelmei: A keserű szerelem-A boldog szerelem;Rózsavölgyi És Társa
49;2884;Stéger Ferenc- Tix Miklós: Számtan és mértan a polgári fiúiskolák I. osztálya számára;Királyi Magyar Egyetemi Nyomda
49;2885;Acsádi- Klinger- Szabady: A világ népessége;Közgazdasági és Jogi Könyvkiadó, 1959
49;2886;Modern japanese literature in translation (a bibliography);Kodansha International Ltd., 1979
49;2887;Nagy Dezső: A magyar munkásszinjátszás hagyományai-Gyűjtési utmutató, előadóvázlat;Tudományos Ismeretterj. Társ., 1977
49;2888;Gadanecz-Gadanecz: A vasutasok szakszervezeti mozgalmának története - Dedikált!;1997
49;2889;Sponsored Research in the History of Art 4 1983-1984 and 1984-1985;Washington, 1985
49;2890;1000 éve Európában: Magyarország gyerekszemmel - A Thousand years in Europe. Hungary through Children's Eyes. - angol-magyar-újszerű;nincs megadva, 2000
49;2891;Máthé Gábor (szerk.): A választójog (Változó világ 50.) - Dedikált;Press Publica Kiadó, 2002
49;2892;Ger Bout (Red.) S. U. Barbieri: Architektur und Planung Niederlande 1940-1980;Amsterdam, 1983
49;2893;Max Morold: Wagners Kampf und sieg I-II. - 1930-as.;Amalthea Verlag
49;2894;S. Hunter: Henri de Toulouse-Lautrec (Welt in Farbe);Verlag Kurt Desch, 1953
49;2895;G. Barraclough: The origins of modern Germany;Basil Blackwell, 1972
49;2896;Hans F. [közr.] Redlich: Music um Shakespeare;Universal Edition, 1938
49;2897;Békedíjas írók-válogatás a nemzetközi békedíjas írók műveiből;Új Magyar Könyvkiadó, 1956
49;2898;H. G. Wells: L'homme invisible;Albin Michel
49;2899;Janus a tudásszociológiáról 1986. ősz;Janus Pannonius Tudományegy., 1986
49;2900;Leó Weiner: Peregi verbunk hegedűre v. violára v. klarinétra zongorakísérettel;Editio Musica, 1951
49;2901;O. F. Regner: Das neue Ballettbuch;Fischer Bücherei, 1962
49;2902;Mary Melfi: A Bride in Three Acts;Guernica Editions, 1983
49;2903;Violet G. Waters: Prupedy-Ayna, a Hüllősziget II.:A Samy-hegy titka;Alföldi Nyomda Rt., 2005
49;2904;Karlludvig Opitz: Marsallbot a kenyérzsákban -Egy kitűnő katona szédületes pályafutása-;Zrínyi Katonai Kiadó, 1965
49;2905;Törvények és rendeletek hivatalos gyűjteménye 1995. (I-IV.);Közlöny- és Lapkiadó, 1995
49;2906;Tombi Beáta (szerk.) Rónaky Eszter: Dal centro dell'Europa culture a confronto fra Trieste e i Carpazi;Pécs, 2002
49;2907;Valóság 1964/8;Állami Nyomda Rt.
49;2908;Pekár Gyula: A frigiai sipka (Magyar Írók Aranykönyvtára);Grill Károly Könyvkiadó Váll., 1909
49;2909;Benedek Marcell: Irodalmi miniatűrök I.;Dante Könyvkiadó
49;2910;"G. de Villiers: SAS - le parrain de ""17 novembre""";Vaugirard, 2003
49;2911;Clancy, T.-Pieczenik, S.: Tom Clancy's OP Centre: Games of state;HARPER COLLINS US, 1996
49;2912;Spritza, J.-Borodác, L.: Podoby starého spisa;Bratislava, 1975
49;2913;J. Collie S. Slater: True To Life - Elementary (Class Book);Cambridge University Press
49;2914;FALK GÉZA: A magyar muzsika mesterei;Dante Könyvkiadó, 1937
49;2915;Szerk.:Fischer, Sikos T.,Bassa: Recent Developments in Spatial Information, Modelling and Processing;Geomarket Company, 1995
49;2916;Tm Hutchinson: English project 1. I-III.;Oxford University Press, 1985
49;2917;Kilényi Géza (szakmai szerk.): A Közigazgatási Eljárási Törvény végrehajtási kormányrendeletei;Complex Kiadó, 2005
49;2918;J. D. Robb (Nora Roberts): The MacGregor brides;Silhouette
49;2919;H. G. Wells: Christina Alberta's father;
49;2920;Tárkányi Jenő: A hatalom őrültjei;Bokor és Társa Bt., 1943
49;2921;Maltz: A tüzes nyíl;Kozmosz Könyvek, 1977
49;2922;Szoboszlai Gy. Szerk. Bőhm A.: Parlamenti választások 1994;MTA Politikai Tud. Intézete, 1995
49;2923;Georges Frappe: Catalogue du Musée Rodin (I. Hotel Biron);Paris, 1938
49;2924;B.P.: Ó és Új testamentomi történetek, melyek et a zsenge ifjúság számára ír;Szent István Társulat, 1989
49;2925;Szőnyi I. L.-Dr. Tantossy J.: Az Orsz. Magyar Iparművészeti Múzeum És Iskola Könyvtárának címjegyzék;Budapest, 1913
49;2926;Francisco Asensio: Lofts (a way of living, a way of working);Atrium Group, 2002
49;2927;Bryan (editor) Ryan: Major 20th century writers I-IV.;Gale Research Inc., 1991
49;2928;Jerome K. Jerome: Sketches and excerpts from other works;1968
49;2929;Alfred Biese: Deutsche Literaturgeschichte I-III.;München, 1913
49;2930;Benson, T.-Askwith, B.: Foreigners or the world in a nutshell;Gollancz, 1937
49;2931;Anne Vorderwülbecke: Stufen International 1. Lehr-/Arbeitsbuch RK-2012-01;Raabe Klett Kft., 1999
49;2932;Lída Sedlácková: A csodafazék;Canissa Kiadó, 2004
49;2933;Luthardt, K. E., dr.: A kereszténység erkölcstanáról;Budapest, 1911
49;2934;Kock Pál: A fehér ház - 1862-es;Eger
49;2935;A. J. Cronin: Hatter's castle I-II.;Phoenix Publishing
49;2936;David A. (editor) Sohn: Ten modern american short stories;1968
49;2937;H. Th. Musper: Altdeutsche Malerei;DuMont Buchverlag Köln, 1970
49;2938;Kampis Antal: A magyar művészet a XIX. századig;Minerva, 1968
49;2939;Kardos László: A huszonegyéves Ady Endre - Első kiadás;Kner Izidor, 1922
49;2940;Martin Clayton: Leonardo da Vinci: A singular vision;Abbeville Press, 1996
50;2941;Fertsek Ferenc: Bábu a polcon;Királyi Magyar Egyetemi Nyomda
50;2942;Nagy Endre: Apostol a Hódságon (Magyar írók aranykönyvtára);Franklin-Társulat, 1908
50;2943;Honoré de Balzac: Széplányok tündöklése és nyomorúsága 1-2.;Atheneum, 1920
50;2944;Turner, M.-Hoskins, L.: Silver studio of design;Magna Books, 1995
50;2945;E. (revised) McIntosh: The concise Oxford dictionary of current english;
50;2946;"May Károly: A sárgaképű ember (""A sut"") /Úti eébeszélés./";Athenaeum Kiadó
50;2947;Hugh F. McKean: Louis Comfort Tiffany;Weingarten, 1988
50;2948;Bíró Lajos: A császár és más férfiak;Athenaeum Irod. és Nyomdai Rt.
50;2949;Giosue Carducci: Opere di Giosue Carducci IV.: Odi barbare e rime e ritmi;Nicola Zanichelli Editore, 1940
50;2950;Móricz Zsigmond: Irodalomról, művészetről 1899-1923 I-II.;Szépirodalmi Könyvkiadó, 1959
50;2951;Kótsi Patkó János: A Régi és Új Theátrom Históriája és egyéb rások;Kriterion Kiadó, 1973
50;2952;Sőtér István (szerk.): A magyar irodalom története 1849-től 1905-ig;
50;2953;Pándi Pál (szerk.): A magyar irodalom története 1772-től 1849-ig;Akadémiai Kiadó, 1965
50;2954;L. Halévy: L'Abbé Constantin (Collection Pourpre);Paris
50;2955;Hangay Zoltán: Magyar nyelv a gimnáziumok 9. osztálya számára;Konsept-H Könyvkiadó, 2004
50;2956;John Chadwick: The decipherment of linear B;Pelican Books, 1961
50;2957;E. (editor) McIntosh: The concise Oxford Dictionary (1540 pages);Oxford University Press, 1956
50;2958;DOlinszky Miklós: Szó szerint a Karinthy-passió;Magvető Könyvkiadó, 2001
50;2959;Ady Endre: Vallomások és tanulmányok ( a külföldi és a magyar irodalom);Athenaeum Kiadó, 1944
50;2960;Bíró-Száray-Fehér-Berger: A sikeres felvételi kézikönyve;DFT-Hungária Kft., 2003
50;2961;Massimo Bontepelli: A nap útján;Franklin-Társulat
50;2962;Gene R. Kearney: Kojak und der super-coup;BASTEI LÜBBE, 1976
50;2963;L. Kybalová: Das grosse bilderlexikon der mode;Artia, 1966
50;2964;Vargha Bal?zs: Arany J?nos j?t?kai;Enciklopédia Kiadó, 1994
50;2965;Balázs György: Kérdezz-felelek a vallásról (búvár könyvek);Móra Ferenc Könyvkiadó, 1962
50;2966;Szádeczky-Kardoss Elemér: A mecseki liász kőszénösszlet komplex vizsgálata I.;Műszaki Könyvkiadó, 1956
50;2967;Paul Scott: A division of the spoils;Avon Books, 1979
50;2968;Kohut Tibor(szerk.): A magyar gazdasági kamara történetéből;MTI Kiadó, 1989
50;2969;Erskine Caldwell: A house in the Uplands;
50;2970;Ambrus Zoltán: A türelmes Gizeldisz;Szépirodalmi Könyvkiadó, 1978
50;2971;Kríza I.-Erdész S. (szerk.): Folklór és tradíció III.: Irányzatok a kortársi folklorisztikában;MTA Néprajzi Kutató Csoport, 1987
50;2972;Gallia Béla dr. szerk.: A váltótörvények - saját fotókkal-RITKA;Franklin-Társulat, 1914
50;2973;Vedres András: Szellemforrás (Géniuszok a huszadik században);Terc Kiadó, 2008
50;2974;W. L. Summer: Haladó tudomány;Dante Könyvkiadó, 1947
50;2975;Ybl Ervin: Donatello I-III.;Amicus, 1927
50;2976;Krónika Nova Kiadó: Egy irodalomtanár a versek tükrében KN--0086;Krónika Nova Kiadó, 2005
50;2977;Hachette: Peinture romane en France 2.;Hachette, 1968
50;2978;Lampel Róbert: 1865/7-dik évi országgyűlési törvényczikkek-1868-dik évi orsz. gyűl...;Pfeifer Ferdinánd, 1868
50;2979;MTA Néprajzi Kutató Csoport: Dokumentatio Ethnographica 7.;MTA, 1979
50;2980;Fratelli Fabbri Editori: Sisley (I Maetsri del colore);Fratelli Fabbri Editori, 1965
50;2981;Penguin Books: The Pelican Guide to English Literature 1-7.;Penguin Books, 1954
50;2982;Lapkiadó Vállalat: Szabad Művészet 1954/5. szám;Lapkiadó Vállalat, 1954
50;2983;Scarborough E. A. Anne McCaffrey: Power play;Del Rey Book, 1995
50;2984;Daniel Lesueur: A bosszú - 2310000721347;Fővárosi Könyvkiadó R.T.
50;2985;M. Kresz: Ungarische bauertrachten I-II.;Verlag Der Ungarischen Akademi, 1957
50;2986;Croker B. M.: Két férfi I-II.;Singer és Wolfner
50;2987;nincs megadva: A budapesti Nemzeti színház tervpályázata;Műszaki Könyvkiadó, 1965
50;2988;KJK-Kerszöv: A gazdasági társaságokról szóló törvény 1997 - 1988;KJK-Kerszöv, 1998
50;2989;Budapest: A magyarországi kézművesipar gazdasági helyzete 1943-ban;Budapest, 1944
50;2990;Jack London: A korhely és a tündér;Athenaeum Irod. és Nyomdai Rt.
50;2991;Druzsinyin: A Tretyakov Galéria;Képzőművészeti Alap Kiadóváll., 1959
50;2992;Aufbau-Verlag Berlin: Ungarische MeistererzÄhlungen I-II.;Corvina Verlag, 1964
50;2993;Chess Informant: Sahovski informator 8;Beograd, 1970
50;2994;Grimm Kiadó: Sowieso 1.Német-Magyar Szójegyzék GM-001/b;Grimm Könyvkiadó, 2004
50;2995;Angyal, vigyél hírt a csodáról;Kairosz Kiadó, 2006
50;2996;Kemény Géza: A kivirágzott kéz;Püski Kiadó, 1998
50;2997;Magyar Nemzeti Múzeum: Néprajzi közlemények II. évfolyam 3-4. szám;Budapest, 1957
50;2998;Blitz Galéria: Blitz-A magángyűjtők Galériája: 3. Grafikai árverés 1999. október;Magánkiadás, 1999
50;2999;William Shakspere: Shakspere történeti színművei I.;Franklin-Társulat, 1902
50;3000;Chess Informant: Sahovski informator 7;Beograd, 1969
51;3001;Budapest: Bizományi Áruház Vállalat 2.sz. művészeti aukciója;BÁV, 1958
51;3002;Chess Informant: Sahovski informator 6;Beograd, 1969
51;3003;Európa Könyvkiadó: Ősz a kartsztokon;Európa Könyvkiadó, 1984
51;3004;Botka Ferenc: A magyar irodalom első kiadásai B-C D. sor. 2.;nincs megadva
51;3005;Domus Hungarica: A francia nyelvnek 1000 szó segítségével magánúton való megtanulására;Schenk Ferenc
51;3006;Szaktudás Kiadó Ház Rt.: Mezőgazdasági üzemtan I.;Mezőgazdasági Szaktudás Kiadó, 2000
51;3007;M. (szerk.) Corday: Anatole France hátrahagyott írásai;Athenaeum Irod. és Nyomdai Rt.
51;3008;Magyar Nemzeti Múzeum: Néprajzi közlemények III. évfolyam 1-2. szám;Magyar Nemzeti Múzeum, 1958
51;3009;Svéd András: Mit kell tudni a magyar külkereskedelemről?;Kossuth Kiadó, 1984
51;3010;Magyar Madártani Egyesület: Madártani tájékoztató 1989. január-június (1-2. szám);Magyar Madártani Egyesület, 1989
51;3011;Musei E Gallerie Pontificie: Vatikanische museen;nincs megadva
51;3012;Chess Informant: Sahovski informator 4;Beograd, 1968
51;3013;Pax Pannoniae Kft.: Restitutio in Integrum avagy Törvényt a külhoni magyarok...;Pax Pannoniae Kft., 2005
51;3014;Magyar Művészeti Fórum: Magyar művészeti fórum (1999. június 3.szám);Kossuth Nyomda, 1999
51;3015;C. R. Berry T. Traeder: Girlfriends. Invisible Bonds, Enduring Ties;1995
51;3016;M. Langraf: Deutsche Sprachlehre;R. Lampel, 1900
51;3017;harry R. Moon: Office Procedures and Technology;Publications International Ltd, 1980
51;3018;Paolo Rizzi: Roberto Joos. Opere pittoriche e grafiche 1945-1983 - dedikált;1983
51;3019;John S. Schuchman: Hollywood speaks - dedikált;University of Illinois Press, 1988
51;3020;Lobo, Maria josé-Subirá, Pepita: Big red bus 3 (Pupil's book);Macmillan-Heinemann, 2003
51;3021;Kovács A.: Environmental Aspects in Production and Utilization of Lubricants;1995
51;3022;P. Thewrewk Emil és Heinrich Gusztáv: Egyetemes Philologiai Közlöny 1911;Franklin-Társulat, 1911
51;3023;John Sir E. Russel: British Agricultural Research : Rothamsted;nincs megadva, 1946
51;3024;Tiberio Gerevich-Luigi Zambra: CORVINA - Rassegna Italo-Ungherese 1943 - nuova serie (1.-12. szám);Budapest, 1943
51;3025;James P. Blaylock: Die Festung des Selznak;Heyner Taschenbuch Verlag, 1983
51;3026;David L. Lindsey: Abgründig;Goldmann, 1991
51;3027;Projekt Deutsch 4 Neu Munkafüzet;Oxford University Press
51;3028;Le livre d'art I-X.;Grolier Enterprises
51;3029;Earl W. Stevick: A Workbook in Language Teaching;New York, 1963
51;3030;Ad Astra: Vágyak leánya - P. Kaufer Etti versei;Pécsi Irodalmi és Könyvnyomdai, 1920
51;3031;Körmöczi László: A művészi nevelés;Exodus, 1942
51;3032;J. J. Marric: Gideon's Staff;Pan Books, 1962
51;3033;H. (ford. Harrach József) Taine: Az eszmény a művészetben;
51;3034;Benda-Matula szerkesztették: Feladatrendszerek 3.osztály-humanisztikus iskola;Pedagógiai intézet, 1989
51;3035;Catherine Walters Michael Swan: The New Cambridge English Course - Teacher's Book 2;Cambridge University Press, 1994
51;3036;Távlatok 1998/4;Budapest, 1998
51;3037;H.Müller: Már a Földön boldog lehetsz;Evangéliumi Iratmisszió
51;3038;Lyndon H. Jr. LaRouche: Earth's Next - Fifty Years;Nincs feltüntetve, 2005
51;3039;Das Süße Gift Der Sünde (A bűn édes mérge német nyelven);Magánkiadás
51;3040;James D. Hlavacek B. Charles Ames: Managerial Marketing for Industrial Firms;New York, 1984
51;3041;Németh Zsófia (szerk.): Budapest Cinemas and 'Grand Café Budapest' I-II.;Ernst Múzeum, 2003
51;3042;Dimitri S. Mereschkowski: Leonardo Da Vinci;Bertelsmann, 1959
